"storm_id","date","tclat","tclon","vmax"
"BOLAVEN_2005",2005-11-19 03:00:00,15.3521754526276,124.992071506151,25.6390713849163
"BOLAVEN_2005",2005-11-19 04:00:00,15.4310480587174,124.859366111507,25.2075475714157
"BOLAVEN_2005",2005-11-19 05:00:00,15.5093911630115,124.728043547546,24.7530905015651
"BOLAVEN_2005",2005-11-19 06:00:00,15.5872425870668,124.598005040647,24.2773382651038
"BOLAVEN_2005",2005-11-19 07:00:00,15.66464015244,124.469151817192,23.7819289517711
"BOLAVEN_2005",2005-11-19 08:00:00,15.741621680688,124.341385103558,23.2685006513062
"BOLAVEN_2005",2005-11-19 09:00:00,15.8182249933676,124.214606126127,22.7386914534485
"BOLAVEN_2005",2005-11-19 10:00:00,15.8944879120357,124.088716111278,22.1941394479371
"BOLAVEN_2005",2005-11-19 11:00:00,15.9704482582492,123.963616285391,21.6364827245115
"BOLAVEN_2005",2005-11-19 12:00:00,16.0461438535648,123.839207874845,21.0673593729109
"BOLAVEN_2005",2005-11-19 13:00:00,16.1216125195393,123.71539210602,20.4884074828746
"BOLAVEN_2005",2005-11-19 14:00:00,16.1968920777297,123.592070205297,19.9012651441419
"BOLAVEN_2005",2005-11-19 15:00:00,16.2720203496927,123.469143399054,19.307570446452
"BOLAVEN_2005",2005-11-19 16:00:00,16.3470351569853,123.346512913672,18.7089614795442
"BOLAVEN_2005",2005-11-19 17:00:00,16.4219743211641,123.224079975531,18.1070763331579
"BOLAVEN_2005",2005-11-19 18:00:00,16.4968756637862,123.10174581101,17.5035530970323
"BOLAVEN_2018",2018-01-03 00:00:00,10.4,116,18.00554
"BOPHA_2000",2000-09-10 18:00:00,19.2,121.9,23.14998
"BOPHA_2012",2012-12-03 12:00:00,7.25972232840412,129.04826463796,54.3359693145858
"BOPHA_2012",2012-12-03 13:00:00,7.33243825170201,128.757875022457,53.2455204328197
"BOPHA_2012",2012-12-03 14:00:00,7.40518932944203,128.467636032616,52.1578407898485
"BOPHA_2012",2012-12-03 15:00:00,7.47801071606631,128.177698294099,51.0756996244671
"BOPHA_2012",2012-12-03 16:00:00,7.55093756601698,127.888212432569,50.0018661754702
"BOPHA_2012",2012-12-03 17:00:00,7.62400503373615,127.599329073688,48.9391096816527
"BOPHA_2012",2012-12-03 18:00:00,7.69724827366598,127.311198843117,47.8901993818096
"BOPHA_2012",2012-12-03 19:00:00,7.77070244024857,127.023972366519,46.8579045147357
"BOPHA_2012",2012-12-03 20:00:00,7.84440268792607,126.737800269557,45.8449943192258
"BOPHA_2012",2012-12-03 21:00:00,7.9183841711406,126.452833177891,44.8542380340748
"BOPHA_2012",2012-12-03 22:00:00,7.99268204433428,126.169221717186,43.8884048980776
"BOPHA_2012",2012-12-03 23:00:00,8.06733146194925,125.887116513101,42.950264150029
"BOPHA_2012",2012-12-04 00:00:00,8.14236757842764,125.606668191301,42.042585028724
"BOPHA_2012",2012-12-04 01:00:00,8.21782554821158,125.328027377446,41.1681367729572
"BOPHA_2012",2012-12-04 02:00:00,8.29374052574318,125.0513446972,40.3296886215237
"BOPHA_2012",2012-12-04 03:00:00,8.37014766546459,124.776770776223,39.5300098132183
"BOPHA_2012",2012-12-04 04:00:00,8.44708212181793,124.504456240179,38.7718695868358
"BOPHA_2012",2012-12-04 05:00:00,8.52457904924534,124.23455171473,38.0580371811712
"BOPHA_2012",2012-12-04 06:00:00,8.60267360218893,123.967207825537,37.3912818350192
"BOPHA_2012",2012-12-04 07:00:00,8.68140093509083,123.702575198264,36.7743727871748
"BOPHA_2012",2012-12-04 08:00:00,8.76079620239318,123.440804458571,36.2100792764327
"BOPHA_2012",2012-12-04 09:00:00,8.84089455853811,123.182046232121,35.7011705415879
"BOPHA_2012",2012-12-04 10:00:00,8.92173115796774,122.926451144577,35.2504158214353
"BOPHA_2012",2012-12-04 11:00:00,9.00332333565525,122.674179382733,34.8594789143076
"BOPHA_2012",2012-12-04 12:00:00,9.08561714869799,122.425429377911,34.5256018566897
"BOPHA_2012",2012-12-04 13:00:00,9.16854083472436,122.180409122566,34.2449212446044
"BOPHA_2012",2012-12-04 14:00:00,9.25202263136275,121.939326609154,34.0135736740744
"BOPHA_2012",2012-12-04 15:00:00,9.33599077624156,121.702389830129,33.8276957411226
"BOPHA_2012",2012-12-04 16:00:00,9.42037350698919,121.469806777947,33.6834240417717
"BOPHA_2012",2012-12-04 17:00:00,9.50509906123403,121.241785445062,33.5768951720445
"BOPHA_2012",2012-12-04 18:00:00,9.59009567660449,121.018533823929,33.5042457279638
"BOPHA_2012",2012-12-04 19:00:00,9.67529159072896,120.800259907004,33.4616123055524
"BOPHA_2012",2012-12-04 20:00:00,9.76061504123583,120.587171686741,33.445131500833
"BOPHA_2012",2012-12-04 21:00:00,9.84599426575351,120.379477155595,33.4509399098285
"BOPHA_2012",2012-12-04 22:00:00,9.93135750191039,120.177384306022,33.4751741285617
"BOPHA_2012",2012-12-04 23:00:00,10.0166329873349,119.981101130475,33.5139707530553
"BOPHA_2012",2012-12-05 00:00:00,10.1017489596554,119.790835621411,33.5634663793321
"BOPHA_2012",2012-12-05 01:00:00,10.1866336565002,119.606795771285,33.6197976034149
"BOPHA_2012",2012-12-05 02:00:00,10.2712153154979,119.42918957255,33.6791010213265
"BOPHA_2012",2012-12-05 03:00:00,10.3554221742767,119.258225017663,33.7375132290897
