"BASIN","CY","YYYYMMDDHH","LAT","LON","VMAX","STORMNAME","storm_id"
"WP",NA,1988011606,13.1,123.2,65,"ROY","ROY_1988"
"WP",NA,1988011612,13.5,122.2,60,"ROY","ROY_1988"
"WP",NA,1988011618,13.6,121.2,50,"ROY","ROY_1988"
"WP",NA,1988011700,13.5,119.8,40,"ROY","ROY_1988"
"WP",NA,1988011706,13.6,117.9,45,"ROY","ROY_1988"
"WP",NA,1988011712,13.7,116.9,45,"ROY","ROY_1988"
"WP",NA,1988011718,13.6,115.9,40,"ROY","ROY_1988"
"WP",NA,1988053006,18.3,119.2,40,"SUSAN","SUSAN_1988"
"WP",NA,1988053012,18.3,119,40,"SUSAN","SUSAN_1988"
"WP",NA,1988053018,18.4,118.7,45,"SUSAN","SUSAN_1988"
"WP",NA,1988053100,18.5,118.4,45,"SUSAN","SUSAN_1988"
"WP",NA,1988053106,18.8,118,50,"SUSAN","SUSAN_1988"
"WP",NA,1988053112,19.4,117.7,50,"SUSAN","SUSAN_1988"
"WP",NA,1988053118,20,117.6,55,"SUSAN","SUSAN_1988"
"WP",NA,1988062106,13.8,129,50,"THAD","THAD_1988"
"WP",NA,1988062112,14.6,127.5,50,"THAD","THAD_1988"
"WP",NA,1988062118,15.1,126.5,55,"THAD","THAD_1988"
"WP",NA,1988062200,15.5,125.5,60,"THAD","THAD_1988"
"WP",NA,1988062206,16.2,125,65,"THAD","THAD_1988"
"WP",NA,1988062212,16.9,124.6,70,"THAD","THAD_1988"
"WP",NA,1988062218,17.8,124.5,70,"THAD","THAD_1988"
"WP",NA,1988062300,18.8,124.6,70,"THAD","THAD_1988"
"WP",NA,1988062306,19.9,124.9,70,"THAD","THAD_1988"
"WP",NA,1988062700,9.6,127.6,35,"VANESSA","VANESSA_1988"
"WP",NA,1988062706,10,125.8,45,"VANESSA","VANESSA_1988"
"WP",NA,1988062712,10.8,123.8,45,"VANESSA","VANESSA_1988"
"WP",NA,1988062718,11.9,122,45,"VANESSA","VANESSA_1988"
"WP",NA,1988062800,12.9,120.1,55,"VANESSA","VANESSA_1988"
"WP",NA,1988062806,14.6,118,55,"VANESSA","VANESSA_1988"
"WP",NA,1988062812,16.5,116.1,55,"VANESSA","VANESSA_1988"
"WP",NA,1988062818,17.8,115.2,55,"VANESSA","VANESSA_1988"
"WP",NA,1988071618,15.8,128.6,80,"WARREN","WARREN_1988"
"WP",NA,1988071700,16.2,127.3,85,"WARREN","WARREN_1988"
"WP",NA,1988071706,16.9,125.6,90,"WARREN","WARREN_1988"
"WP",NA,1988071712,17.5,124.2,90,"WARREN","WARREN_1988"
"WP",NA,1988071718,18.2,122.7,90,"WARREN","WARREN_1988"
"WP",NA,1988071800,18.6,121.7,80,"WARREN","WARREN_1988"
"WP",NA,1988071806,19.2,120.5,75,"WARREN","WARREN_1988"
"WP",NA,1988071812,20,119.1,70,"WARREN","WARREN_1988"
"WP",NA,1988092006,19.5,120.2,35,"KIT","KIT_1988"
"WP",NA,1988092012,19.8,119.4,40,"KIT","KIT_1988"
"WP",NA,1988092018,20,118.6,45,"KIT","KIT_1988"
"WP",NA,1988092206,19.8,129.7,45,"LEE","LEE_1988"
"WP",NA,1988100300,15.3,129.5,60,"NELSON","NELSON_1988"
"WP",NA,1988100306,16.1,128.5,70,"NELSON","NELSON_1988"
"WP",NA,1988100312,16.8,127.5,75,"NELSON","NELSON_1988"
"WP",NA,1988100318,17.5,126.5,80,"NELSON","NELSON_1988"
"WP",NA,1988100400,18.4,125.9,90,"NELSON","NELSON_1988"
"WP",NA,1988100406,19.5,125.2,95,"NELSON","NELSON_1988"
"WP",NA,1988101206,19,129.7,45,"ODESSA","ODESSA_1988"
"WP",NA,1988101212,19.6,129.3,45,"ODESSA","ODESSA_1988"
"WP",NA,1988101912,16.5,129.5,40,"PAT","PAT_1988"
"WP",NA,1988101918,16.5,128,45,"PAT","PAT_1988"
"WP",NA,1988102000,16.5,126,45,"PAT","PAT_1988"
"WP",NA,1988102006,16.5,124,50,"PAT","PAT_1988"
"WP",NA,1988102012,16.6,122,50,"PAT","PAT_1988"
"WP",NA,1988102018,16.7,120,45,"PAT","PAT_1988"
"WP",NA,1988102100,16.7,118.2,50,"PAT","PAT_1988"
"WP",NA,1988102106,16.7,116.8,50,"PAT","PAT_1988"
"WP",NA,1988102112,17,115.2,55,"PAT","PAT_1988"
"WP",NA,1988102306,10.8,129.6,65,"RUBY","RUBY_1988"
"WP",NA,1988102312,11.4,128.2,70,"RUBY","RUBY_1988"
"WP",NA,1988102318,11.9,126.9,70,"RUBY","RUBY_1988"
"WP",NA,1988102400,12.5,125.8,70,"RUBY","RUBY_1988"
"WP",NA,1988102406,13.7,124.5,70,"RUBY","RUBY_1988"
"WP",NA,1988102412,14.5,123.3,75,"RUBY","RUBY_1988"
"WP",NA,1988102418,15.2,121.7,75,"RUBY","RUBY_1988"
"WP",NA,1988102500,16,120,75,"RUBY","RUBY_1988"
"WP",NA,1988102506,16.3,119,75,"RUBY","RUBY_1988"
"WP",NA,1988102512,16.4,118,75,"RUBY","RUBY_1988"
"WP",NA,1988102518,16,118,70,"RUBY","RUBY_1988"
"WP",NA,1988102600,16.5,117.5,65,"RUBY","RUBY_1988"
"WP",NA,1988102606,16.9,117.1,65,"RUBY","RUBY_1988"
"WP",NA,1988102612,17.2,116.5,60,"RUBY","RUBY_1988"
"WP",NA,1988102618,17.5,115.8,60,"RUBY","RUBY_1988"
"WP",NA,1988110606,10,130,80,"SKIP","SKIP_1988"
"WP",NA,1988110612,10.3,128.7,80,"SKIP","SKIP_1988"
"WP",NA,1988110618,10.7,127.4,75,"SKIP","SKIP_1988"
"WP",NA,1988110700,11,126,70,"SKIP","SKIP_1988"
"WP",NA,1988110706,11.5,124.5,60,"SKIP","SKIP_1988"
"WP",NA,1988110712,12.5,123.2,65,"SKIP","SKIP_1988"
"WP",NA,1988110718,12.7,121.7,55,"SKIP","SKIP_1988"
"WP",NA,1988110800,13,119.6,55,"SKIP","SKIP_1988"
"WP",NA,1988110806,13,118,55,"SKIP","SKIP_1988"
"WP",NA,1988110812,13.4,117.2,55,"SKIP","SKIP_1988"
"WP",NA,1988110818,13.9,116.3,55,"SKIP","SKIP_1988"
"WP",NA,1988110900,14.2,116,55,"SKIP","SKIP_1988"
"WP",NA,1988110906,14.5,115.7,50,"SKIP","SKIP_1988"
"WP",NA,1988110912,14.7,115,50,"SKIP","SKIP_1988"
"WP",NA,1988110400,8.8,119.4,35,"TESS","TESS_1988"
"WP",NA,1988110406,8.9,118.7,40,"TESS","TESS_1988"
"WP",NA,1988110412,9.3,117.9,40,"TESS","TESS_1988"
"WP",NA,1988110418,9.3,117,45,"TESS","TESS_1988"
"WP",NA,1988110500,9.5,116,50,"TESS","TESS_1988"
"WP",NA,1988122400,15,124.3,40,"VAL","VAL_1988"
"WP",NA,1988122406,15.4,123.5,45,"VAL","VAL_1988"
"WP",NA,1988122412,15.6,123.1,45,"VAL","VAL_1988"
"WP",NA,1988122418,16,123.3,45,"VAL","VAL_1988"
"WP",NA,1988122500,15.7,124,40,"VAL","VAL_1988"
"WP",NA,1989051600,9.4,129.3,35,"BRENDA","BRENDA_1989"
"WP",NA,1989051606,10,128.1,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051612,10.8,126.5,45,"BRENDA","BRENDA_1989"
"WP",NA,1989051618,11.4,125,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051700,12,123.6,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051706,12.7,122.3,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051712,13.8,121.2,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051718,14.8,120,40,"BRENDA","BRENDA_1989"
"WP",NA,1989051800,15.4,119.1,45,"BRENDA","BRENDA_1989"
"WP",NA,1989051806,16,118.4,45,"BRENDA","BRENDA_1989"
"WP",NA,1989051812,16.5,117.9,45,"BRENDA","BRENDA_1989"
"WP",NA,1989051818,17,117.4,50,"BRENDA","BRENDA_1989"
"WP",NA,1989051900,17.4,117,50,"BRENDA","BRENDA_1989"
"WP",NA,1989051906,18,116.5,55,"BRENDA","BRENDA_1989"
"WP",NA,1989051912,18.8,115.8,55,"BRENDA","BRENDA_1989"
"WP",NA,1989051918,19.7,115.2,60,"BRENDA","BRENDA_1989"
"WP",NA,1989060512,10.4,128,35,"DOT","DOT_1989"
"WP",NA,1989060518,11.2,126.8,35,"DOT","DOT_1989"
"WP",NA,1989060600,11.8,125.5,35,"DOT","DOT_1989"
"WP",NA,1989060606,12.3,124.1,40,"DOT","DOT_1989"
"WP",NA,1989060612,12.6,123,45,"DOT","DOT_1989"
"WP",NA,1989060618,13.1,121.7,45,"DOT","DOT_1989"
"WP",NA,1989060700,13.4,120,45,"DOT","DOT_1989"
"WP",NA,1989060706,13.7,118.7,50,"DOT","DOT_1989"
"WP",NA,1989060712,14.1,118.1,50,"DOT","DOT_1989"
"WP",NA,1989060718,14.5,117.5,55,"DOT","DOT_1989"
"WP",NA,1989060800,15,116.7,60,"DOT","DOT_1989"
"WP",NA,1989060806,15.7,116,65,"DOT","DOT_1989"
"WP",NA,1989060812,16.2,115,70,"DOT","DOT_1989"
"WP",NA,1989062218,20,127.3,35,"ELLIS","ELLIS_1989"
"WP",NA,1989070700,16.4,128.6,35,"FAYE","FAYE_1989"
"WP",NA,1989070706,16.7,128,40,"FAYE","FAYE_1989"
"WP",NA,1989070712,16.7,127.1,40,"FAYE","FAYE_1989"
"WP",NA,1989070718,16.7,126.1,45,"FAYE","FAYE_1989"
"WP",NA,1989070800,16.7,124.9,50,"FAYE","FAYE_1989"
"WP",NA,1989070806,16.7,123.5,55,"FAYE","FAYE_1989"
"WP",NA,1989070812,16.8,121.9,50,"FAYE","FAYE_1989"
"WP",NA,1989070818,16.9,119.7,40,"FAYE","FAYE_1989"
"WP",NA,1989070900,17,118.4,40,"FAYE","FAYE_1989"
"WP",NA,1989070906,17.2,117.5,45,"FAYE","FAYE_1989"
"WP",NA,1989070912,17.6,116.3,45,"FAYE","FAYE_1989"
"WP",NA,1989070918,17.9,115.3,45,"FAYE","FAYE_1989"
"WP",NA,1989071412,16.3,128.7,85,"GORDON","GORDON_1989"
"WP",NA,1989071418,16.4,127.5,90,"GORDON","GORDON_1989"
"WP",NA,1989071500,16.6,126.3,95,"GORDON","GORDON_1989"
"WP",NA,1989071506,16.9,125.2,100,"GORDON","GORDON_1989"
"WP",NA,1989071512,17.5,124,100,"GORDON","GORDON_1989"
"WP",NA,1989071518,18,122.5,95,"GORDON","GORDON_1989"
"WP",NA,1989071600,18.1,121.3,85,"GORDON","GORDON_1989"
"WP",NA,1989071606,18.2,120.2,75,"GORDON","GORDON_1989"
"WP",NA,1989071612,18.6,119,75,"GORDON","GORDON_1989"
"WP",NA,1989071618,19,117.7,75,"GORDON","GORDON_1989"
"WP",NA,1989071700,19.3,116.6,70,"GORDON","GORDON_1989"
"WP",NA,1989071706,19.8,115.8,70,"GORDON","GORDON_1989"
"WP",NA,1989072100,15,117,35,"IRVING","IRVING_1989"
"WP",NA,1989072106,15,115,40,"IRVING","IRVING_1989"
"WP",NA,1989090812,19.5,125.3,60,"SARAH","SARAH_1989"
"WP",NA,1989090818,18.5,125,60,"SARAH","SARAH_1989"
"WP",NA,1989090900,18,125.2,60,"SARAH","SARAH_1989"
"WP",NA,1989090906,17.9,124.4,65,"SARAH","SARAH_1989"
"WP",NA,1989090912,17.4,124.4,65,"SARAH","SARAH_1989"
"WP",NA,1989090918,18.5,124.4,65,"SARAH","SARAH_1989"
"WP",NA,1989091000,19.5,124.2,70,"SARAH","SARAH_1989"
"WP",NA,1989100400,18.2,129.5,90,"ANGELA","ANGELA_1989"
"WP",NA,1989100406,18.2,128.6,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100412,18.3,127.5,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100418,18.2,126.4,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100500,18.1,125.2,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100506,18.2,124.1,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100512,18.4,123.1,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100518,18.7,122.2,85,"ANGELA","ANGELA_1989"
"WP",NA,1989100600,18.8,121.2,80,"ANGELA","ANGELA_1989"
"WP",NA,1989100606,18.8,120.2,70,"ANGELA","ANGELA_1989"
"WP",NA,1989100612,18.7,119.3,70,"ANGELA","ANGELA_1989"
"WP",NA,1989100618,18.6,118.5,70,"ANGELA","ANGELA_1989"
"WP",NA,1989100700,18.5,118,75,"ANGELA","ANGELA_1989"
"WP",NA,1989100706,18.4,117.3,75,"ANGELA","ANGELA_1989"
"WP",NA,1989100712,18.3,116.6,75,"ANGELA","ANGELA_1989"
"WP",NA,1989100718,18.3,115.9,75,"ANGELA","ANGELA_1989"
"WP",NA,1989100800,18.3,115.2,75,"ANGELA","ANGELA_1989"
"WP",NA,1989093018,20,115,35,"BRIAN","BRIAN_1989"
"WP",NA,1989101000,12.1,128.5,60,"DAN","DAN_1989"
"WP",NA,1989101006,12.5,126.5,65,"DAN","DAN_1989"
"WP",NA,1989101012,13.2,124.3,60,"DAN","DAN_1989"
"WP",NA,1989101018,13.6,122.2,60,"DAN","DAN_1989"
"WP",NA,1989101100,14.3,120,65,"DAN","DAN_1989"
"WP",NA,1989101106,15.1,118.6,65,"DAN","DAN_1989"
"WP",NA,1989101112,16.1,117,65,"DAN","DAN_1989"
"WP",NA,1989101118,16.4,115.2,65,"DAN","DAN_1989"
"WP",NA,1989101612,16.8,130,70,"ELSIE","ELSIE_1989"
"WP",NA,1989101618,17,129.3,75,"ELSIE","ELSIE_1989"
"WP",NA,1989101700,17,128.8,80,"ELSIE","ELSIE_1989"
"WP",NA,1989101706,17,128.2,85,"ELSIE","ELSIE_1989"
"WP",NA,1989101712,16.8,127.5,90,"ELSIE","ELSIE_1989"
"WP",NA,1989101718,16.5,127,90,"ELSIE","ELSIE_1989"
"WP",NA,1989101800,16.2,126.3,95,"ELSIE","ELSIE_1989"
"WP",NA,1989101806,16.1,125.7,95,"ELSIE","ELSIE_1989"
"WP",NA,1989101812,16.2,125.1,100,"ELSIE","ELSIE_1989"
"WP",NA,1989101818,16.4,124.2,100,"ELSIE","ELSIE_1989"
"WP",NA,1989101900,16.6,123,100,"ELSIE","ELSIE_1989"
"WP",NA,1989101906,16.5,121.3,85,"ELSIE","ELSIE_1989"
"WP",NA,1989101912,16.5,119.8,80,"ELSIE","ELSIE_1989"
"WP",NA,1989101918,16.7,118.5,80,"ELSIE","ELSIE_1989"
"WP",NA,1989102000,17.1,117.2,75,"ELSIE","ELSIE_1989"
"WP",NA,1989102006,17.2,116.2,70,"ELSIE","ELSIE_1989"
"WP",NA,1989102012,17.4,115.2,65,"ELSIE","ELSIE_1989"
"WP",NA,1989111712,11.8,130,45,"HUNT","HUNT_1989"
"WP",NA,1989111800,13,129,55,"HUNT","HUNT_1989"
"WP",NA,1989111806,12.9,128,60,"HUNT","HUNT_1989"
"WP",NA,1989111812,13,127.6,60,"HUNT","HUNT_1989"
"WP",NA,1989111818,13.5,127.4,65,"HUNT","HUNT_1989"
"WP",NA,1989111900,14,127.2,70,"HUNT","HUNT_1989"
"WP",NA,1989111906,14.6,127,75,"HUNT","HUNT_1989"
"WP",NA,1989111912,15.1,126.9,75,"HUNT","HUNT_1989"
"WP",NA,1989111918,15.3,126.7,75,"HUNT","HUNT_1989"
"WP",NA,1989112000,15.5,126.5,75,"HUNT","HUNT_1989"
"WP",NA,1989112006,15.6,126.2,75,"HUNT","HUNT_1989"
"WP",NA,1989112012,15.7,125.8,75,"HUNT","HUNT_1989"
"WP",NA,1989112018,15.4,125.2,75,"HUNT","HUNT_1989"
"WP",NA,1989112100,15.1,124.1,75,"HUNT","HUNT_1989"
"WP",NA,1989112106,15.1,123.3,75,"HUNT","HUNT_1989"
"WP",NA,1989112112,15.1,122.6,75,"HUNT","HUNT_1989"
"WP",NA,1989112118,15.3,121.8,65,"HUNT","HUNT_1989"
"WP",NA,1989112200,15.7,121.3,50,"HUNT","HUNT_1989"
"WP",NA,1989112206,16.2,120.5,45,"HUNT","HUNT_1989"
"WP",NA,1989112212,16.4,119.6,40,"HUNT","HUNT_1989"
"WP",NA,1989112218,16.5,119.1,35,"HUNT","HUNT_1989"
"WP",NA,1990051512,10.2,116.1,40,"MARIAN","MARIAN_1990"
"WP",NA,1990051518,10.8,115.3,45,"MARIAN","MARIAN_1990"
"WP",NA,1990051806,20,115.3,65,"MARIAN","MARIAN_1990"
"WP",NA,1990061900,9.7,130,45,"OFELIA","OFELIA_1990"
"WP",NA,1990061906,9.8,129.7,45,"OFELIA","OFELIA_1990"
"WP",NA,1990061912,9.9,129.4,45,"OFELIA","OFELIA_1990"
"WP",NA,1990061918,10.2,129,45,"OFELIA","OFELIA_1990"
"WP",NA,1990062000,10.6,128.6,50,"OFELIA","OFELIA_1990"
"WP",NA,1990062006,11.2,128.2,55,"OFELIA","OFELIA_1990"
"WP",NA,1990062012,12.2,127.5,55,"OFELIA","OFELIA_1990"
"WP",NA,1990062018,13.3,126.6,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062100,14.4,126,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062106,15.4,125.3,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062112,16.5,124.6,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062118,17.6,123.8,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062200,18.8,122.7,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062206,19.9,121.8,60,"OFELIA","OFELIA_1990"
"WP",NA,1990062506,12.3,130,80,"PERCY","PERCY_1990"
"WP",NA,1990062512,13,129.1,80,"PERCY","PERCY_1990"
"WP",NA,1990062518,14.1,128.1,80,"PERCY","PERCY_1990"
"WP",NA,1990062600,14.7,126.9,80,"PERCY","PERCY_1990"
"WP",NA,1990062606,15.3,125.7,80,"PERCY","PERCY_1990"
"WP",NA,1990062612,15.8,124.5,80,"PERCY","PERCY_1990"
"WP",NA,1990062618,16.4,123.8,80,"PERCY","PERCY_1990"
"WP",NA,1990062700,17.2,122.7,75,"PERCY","PERCY_1990"
"WP",NA,1990062706,17.8,121.5,75,"PERCY","PERCY_1990"
"WP",NA,1990062712,19.2,120.8,70,"PERCY","PERCY_1990"
"WP",NA,1990062718,19.8,119.7,70,"PERCY","PERCY_1990"
"WP",NA,1990070803,17.7,127.4,35,"ROBYN","ROBYN_1990"
"WP",NA,1990070806,18.5,127.2,35,"ROBYN","ROBYN_1990"
"WP",NA,1990070812,19.3,126.7,35,"ROBYN","ROBYN_1990"
"WP",NA,1990072800,18.6,118.3,35,"TASHA","TASHA_1990"
"WP",NA,1990072806,18.6,118,40,"TASHA","TASHA_1990"
"WP",NA,1990072812,18.7,117.6,45,"TASHA","TASHA_1990"
"WP",NA,1990072818,18.8,117.4,45,"TASHA","TASHA_1990"
"WP",NA,1990072900,18.9,117.2,45,"TASHA","TASHA_1990"
"WP",NA,1990072906,18.8,116.5,50,"TASHA","TASHA_1990"
"WP",NA,1990072912,18.8,116,50,"TASHA","TASHA_1990"
"WP",NA,1990072918,19,116,50,"TASHA","TASHA_1990"
"WP",NA,1990073000,19.4,115.5,55,"TASHA","TASHA_1990"
"WP",NA,1990082503,18.8,128,35,"BECKY","BECKY_1990"
"WP",NA,1990082506,19,127.5,35,"BECKY","BECKY_1990"
"WP",NA,1990082512,19.2,126.5,40,"BECKY","BECKY_1990"
"WP",NA,1990082518,19,124.8,45,"BECKY","BECKY_1990"
"WP",NA,1990082600,18.2,123,50,"BECKY","BECKY_1990"
"WP",NA,1990082606,18.2,122.2,55,"BECKY","BECKY_1990"
"WP",NA,1990082612,18,121.1,50,"BECKY","BECKY_1990"
"WP",NA,1990082618,18,120,50,"BECKY","BECKY_1990"
"WP",NA,1990082700,18,118.9,55,"BECKY","BECKY_1990"
"WP",NA,1990082706,17.8,117.7,60,"BECKY","BECKY_1990"
"WP",NA,1990082712,17.7,116.5,65,"BECKY","BECKY_1990"
"WP",NA,1990082718,17.7,115.2,65,"BECKY","BECKY_1990"
"WP",NA,1990090600,18.9,129.8,65,"DOT","DOT_1990"
"WP",NA,1990090606,19.8,128.3,70,"DOT","DOT_1990"
"WP",NA,1990091306,19.5,130,50,"ED","ED_1990"
"WP",NA,1990091312,19.4,128.6,50,"ED","ED_1990"
"WP",NA,1990091318,19.2,126.7,55,"ED","ED_1990"
"WP",NA,1990091400,19.2,124.9,60,"ED","ED_1990"
"WP",NA,1990091406,19.2,123.3,65,"ED","ED_1990"
"WP",NA,1990091412,19.1,121.8,65,"ED","ED_1990"
"WP",NA,1990091418,18.6,120.4,60,"ED","ED_1990"
"WP",NA,1990091500,18,119,60,"ED","ED_1990"
"WP",NA,1990091506,17.6,118,60,"ED","ED_1990"
"WP",NA,1990091512,17.3,117,65,"ED","ED_1990"
"WP",NA,1990091518,17,116,65,"ED","ED_1990"
"WP",NA,1990091600,16.7,115,70,"ED","ED_1990"
"WP",NA,1990092412,19.3,129.6,40,"GENE","GENE_1990"
"WP",NA,1990092418,19.7,128.5,45,"GENE","GENE_1990"
"WP",NA,1990092500,20,127.9,50,"GENE","GENE_1990"
"WP",NA,1990111200,9.4,129.3,95,"MIKE","MIKE_1990"
"WP",NA,1990111206,9.6,128.2,95,"MIKE","MIKE_1990"
"WP",NA,1990111212,10.1,126.6,90,"MIKE","MIKE_1990"
"WP",NA,1990111218,10.3,125,85,"MIKE","MIKE_1990"
"WP",NA,1990111300,10.6,123.4,75,"MIKE","MIKE_1990"
"WP",NA,1990111306,10.8,122.2,70,"MIKE","MIKE_1990"
"WP",NA,1990111312,11.7,120.8,65,"MIKE","MIKE_1990"
"WP",NA,1990111318,12.2,119.1,75,"MIKE","MIKE_1990"
"WP",NA,1990111400,12.8,117.6,75,"MIKE","MIKE_1990"
"WP",NA,1990111406,13,116.2,75,"MIKE","MIKE_1990"
"WP",NA,1990112606,12.6,130,100,"PAGE","PAGE_1990"
"WP",NA,1990112612,13.1,129.2,100,"PAGE","PAGE_1990"
"WP",NA,1990112618,13.9,128.3,100,"PAGE","PAGE_1990"
"WP",NA,1990112700,14.6,127.4,105,"PAGE","PAGE_1990"
"WP",NA,1990112706,15.5,126.7,105,"PAGE","PAGE_1990"
"WP",NA,1990112712,16.4,126.2,105,"PAGE","PAGE_1990"
"WP",NA,1990112718,17.3,125.9,100,"PAGE","PAGE_1990"
"WP",NA,1990112800,18.4,126.1,90,"PAGE","PAGE_1990"
"WP",NA,1990112806,19.5,126.4,90,"PAGE","PAGE_1990"
"WP",NA,1991031206,7.9,130,40,"SHARON","SHARON_1991"
"WP",NA,1991031212,8.4,128.9,40,"SHARON","SHARON_1991"
"WP",NA,1991031218,8.8,127.7,35,"SHARON","SHARON_1991"
"WP",NA,1991042600,11.5,117.8,35,"VANESSA","VANESSA_1991"
"WP",NA,1991042606,12,116.5,40,"VANESSA","VANESSA_1991"
"WP",NA,1991042612,12.4,115.3,40,"VANESSA","VANESSA_1991"
"WP",NA,1991051212,15.2,129.6,100,"WALT","WALT_1991"
"WP",NA,1991051218,15.6,128.5,100,"WALT","WALT_1991"
"WP",NA,1991051300,15.9,127.8,100,"WALT","WALT_1991"
"WP",NA,1991051306,16.3,127.1,100,"WALT","WALT_1991"
"WP",NA,1991051312,16.7,126.4,100,"WALT","WALT_1991"
"WP",NA,1991051318,17.2,125.8,95,"WALT","WALT_1991"
"WP",NA,1991051400,17.7,125.3,90,"WALT","WALT_1991"
"WP",NA,1991051406,18.2,125,90,"WALT","WALT_1991"
"WP",NA,1991051412,19,124.8,85,"WALT","WALT_1991"
"WP",NA,1991051418,19.7,124.6,80,"WALT","WALT_1991"
"WP",NA,1991061218,13.1,125.9,35,"YUNYA","YUNYA_1991"
"WP",NA,1991061300,13.5,125.6,45,"YUNYA","YUNYA_1991"
"WP",NA,1991061306,13.7,125,60,"YUNYA","YUNYA_1991"
"WP",NA,1991061312,13.7,124.8,70,"YUNYA","YUNYA_1991"
"WP",NA,1991061318,13.9,124.6,75,"YUNYA","YUNYA_1991"
"WP",NA,1991061400,14.1,124.2,80,"YUNYA","YUNYA_1991"
"WP",NA,1991061406,14.4,123.5,80,"YUNYA","YUNYA_1991"
"WP",NA,1991061412,14.7,122.7,75,"YUNYA","YUNYA_1991"
"WP",NA,1991061418,15,122,70,"YUNYA","YUNYA_1991"
"WP",NA,1991061500,15.2,121.6,55,"YUNYA","YUNYA_1991"
"WP",NA,1991061506,15.4,121.3,45,"YUNYA","YUNYA_1991"
"WP",NA,1991061512,16.2,120.6,35,"YUNYA","YUNYA_1991"
"WP",NA,1991071018,14.5,118.8,35,"ZEKE","ZEKE_1991"
"WP",NA,1991071100,15.1,117,45,"ZEKE","ZEKE_1991"
"WP",NA,1991071106,15.4,115.6,50,"ZEKE","ZEKE_1991"
"WP",NA,1991071700,17.6,129.7,55,"AMY","AMY_1991"
"WP",NA,1991071706,17.8,128.5,60,"AMY","AMY_1991"
"WP",NA,1991071712,18.3,127.4,65,"AMY","AMY_1991"
"WP",NA,1991071718,18.6,126.4,75,"AMY","AMY_1991"
"WP",NA,1991071800,19.4,125.2,85,"AMY","AMY_1991"
"WP",NA,1991071806,19.8,123.9,85,"AMY","AMY_1991"
"WP",NA,1991072106,14.9,125.5,35,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072112,15.7,124.5,45,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072118,16,123.8,50,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072200,16.6,123.2,60,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072206,17.4,122.2,60,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072212,18.7,121.2,55,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072218,19.4,119.8,55,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072300,20,118.1,55,"BRENDAN","BRENDAN_1991"
"WP",NA,1991072506,18.6,129.7,55,"CAITLIN","CAITLIN_1991"
"WP",NA,1991072512,19.5,129,60,"CAITLIN","CAITLIN_1991"
"WP",NA,1991081306,19,119.7,35,"FRED","FRED_1991"
"WP",NA,1991081312,18.9,119.2,40,"FRED","FRED_1991"
"WP",NA,1991081318,18.9,118.6,45,"FRED","FRED_1991"
"WP",NA,1991081400,19.2,118,50,"FRED","FRED_1991"
"WP",NA,1991081406,19.5,117.4,55,"FRED","FRED_1991"
"WP",NA,1991081412,19.9,116.6,60,"FRED","FRED_1991"
"WP",NA,1991081418,19.9,115.5,65,"FRED","FRED_1991"
"WP",NA,1991092400,19.3,129.7,100,"MIREILLE","MIREILLE_1991"
"WP",NA,1991092406,19.9,129.2,100,"MIREILLE","MIREILLE_1991"
"WP",NA,1991091800,20,119,40,"NAT","NAT_1991"
"WP",NA,1991092506,19.6,116.6,40,"NAT","NAT_1991"
"WP",NA,1991092512,18.9,116.5,40,"NAT","NAT_1991"
"WP",NA,1991092518,18.3,116.4,35,"NAT","NAT_1991"
"WP",NA,1991092600,17.5,115.9,35,"NAT","NAT_1991"
"WP",NA,1991092803,16.5,117.2,35,"NAT","NAT_1991"
"WP",NA,1991092806,16.5,117,35,"NAT","NAT_1991"
"WP",NA,1991092812,16.2,116.8,35,"NAT","NAT_1991"
"WP",NA,1991092818,16,116.5,35,"NAT","NAT_1991"
"WP",NA,1991092900,16.2,116.2,45,"NAT","NAT_1991"
"WP",NA,1991092906,16.4,115.9,50,"NAT","NAT_1991"
"WP",NA,1991092912,17.2,116,55,"NAT","NAT_1991"
"WP",NA,1991092918,17.9,116.5,55,"NAT","NAT_1991"
