"BASIN","CY","YYYYMMDDHH","LAT","LON","VMAX","STORMNAME","storm_id"
"WP",NA,1996051406,16.2,125.4,95,"BART","BART_1996"
"WP",NA,1996051412,16.7,125.2,95,"BART","BART_1996"
"WP",NA,1996051418,17.2,124.9,95,"BART","BART_1996"
"WP",NA,1996051500,17.7,124.8,95,"BART","BART_1996"
"WP",NA,1996051506,18.1,124.8,90,"BART","BART_1996"
"WP",NA,1996051512,18.6,125,85,"BART","BART_1996"
"WP",NA,1996051518,18.9,125.1,75,"BART","BART_1996"
"WP",NA,1996051600,19.3,125.7,80,"BART","BART_1996"
"WP",NA,1996051606,19.8,126.4,75,"BART","BART_1996"
"WP",NA,1996051612,20,127.5,75,"BART","BART_1996"
"WP",NA,1996052012,17.8,115.9,35,"CAM","CAM_1996"
"WP",NA,1996052018,18.2,116.2,40,"CAM","CAM_1996"
"WP",NA,1996052100,18.4,116.4,40,"CAM","CAM_1996"
"WP",NA,1996052106,18.7,116.7,40,"CAM","CAM_1996"
"WP",NA,1996052112,18.9,117.3,40,"CAM","CAM_1996"
"WP",NA,1996052118,19,118.1,40,"CAM","CAM_1996"
"WP",NA,1996052200,19.2,118.9,40,"CAM","CAM_1996"
"WP",NA,1996052206,19.6,119.5,40,"CAM","CAM_1996"
"WP",NA,1996052212,19.9,120.2,40,"CAM","CAM_1996"
"WP",NA,1996072212,13.9,128.2,35,"GLORIA","GLORIA_1996"
"WP",NA,1996072218,14.5,127.4,35,"GLORIA","GLORIA_1996"
"WP",NA,1996072300,15.1,126.5,45,"GLORIA","GLORIA_1996"
"WP",NA,1996072306,15.8,125.9,45,"GLORIA","GLORIA_1996"
"WP",NA,1996072312,16.3,125.5,50,"GLORIA","GLORIA_1996"
"WP",NA,1996072318,16.7,125,50,"GLORIA","GLORIA_1996"
"WP",NA,1996072400,17,124.7,60,"GLORIA","GLORIA_1996"
"WP",NA,1996072406,17.3,124,65,"GLORIA","GLORIA_1996"
"WP",NA,1996072412,17.8,123.4,65,"GLORIA","GLORIA_1996"
"WP",NA,1996072418,18.3,122.9,65,"GLORIA","GLORIA_1996"
"WP",NA,1996072500,18.9,122.2,65,"GLORIA","GLORIA_1996"
"WP",NA,1996072506,19.7,121.8,65,"GLORIA","GLORIA_1996"
"WP",NA,1996072900,18.6,130,85,"HERB","HERB_1996"
"WP",NA,1996072906,19.3,129.4,85,"HERB","HERB_1996"
"WP",NA,1996072912,19.8,128.8,85,"HERB","HERB_1996"
"WP",NA,1996081806,17.9,129.3,35,"NIKI","NIKI_1996"
"WP",NA,1996081812,17.7,128.2,35,"NIKI","NIKI_1996"
"WP",NA,1996081818,17.5,126.7,35,"NIKI","NIKI_1996"
"WP",NA,1996081900,17.2,125.4,35,"NIKI","NIKI_1996"
"WP",NA,1996081906,17.4,124.4,45,"NIKI","NIKI_1996"
"WP",NA,1996081912,17.5,123.3,50,"NIKI","NIKI_1996"
"WP",NA,1996081918,17.6,121.5,50,"NIKI","NIKI_1996"
"WP",NA,1996082000,17.6,119.7,50,"NIKI","NIKI_1996"
"WP",NA,1996082006,17.3,118.2,50,"NIKI","NIKI_1996"
"WP",NA,1996082012,17.1,116.7,55,"NIKI","NIKI_1996"
"WP",NA,1996082018,17.2,115.5,55,"NIKI","NIKI_1996"
"WP",NA,1996090612,17.2,129.5,50,"SALLY","SALLY_1996"
"WP",NA,1996090618,17.6,128.2,55,"SALLY","SALLY_1996"
"WP",NA,1996090700,18.2,126.9,60,"SALLY","SALLY_1996"
"WP",NA,1996090706,18.7,125.4,65,"SALLY","SALLY_1996"
"WP",NA,1996090712,19,123.6,75,"SALLY","SALLY_1996"
"WP",NA,1996090718,19.2,121.9,80,"SALLY","SALLY_1996"
"WP",NA,1996090800,19.4,119.9,85,"SALLY","SALLY_1996"
"WP",NA,1996090806,19.9,117.9,85,"SALLY","SALLY_1996"
"WP",NA,1996091300,16.4,129.3,40,"VIOLET","VIOLET_1996"
"WP",NA,1996091306,16.4,129.1,45,"VIOLET","VIOLET_1996"
"WP",NA,1996091312,16.4,128.9,50,"VIOLET","VIOLET_1996"
"WP",NA,1996091318,16.3,128.7,55,"VIOLET","VIOLET_1996"
"WP",NA,1996091400,16.3,128.7,55,"VIOLET","VIOLET_1996"
"WP",NA,1996091406,16.7,128.6,60,"VIOLET","VIOLET_1996"
"WP",NA,1996091412,17.2,128.4,65,"VIOLET","VIOLET_1996"
"WP",NA,1996091418,17.7,127.9,70,"VIOLET","VIOLET_1996"
"WP",NA,1996091500,18,127.4,75,"VIOLET","VIOLET_1996"
"WP",NA,1996091506,18.5,127.1,75,"VIOLET","VIOLET_1996"
"WP",NA,1996091512,18.9,126.8,80,"VIOLET","VIOLET_1996"
"WP",NA,1996091518,19.4,126.7,85,"VIOLET","VIOLET_1996"
"WP",NA,1996091600,20,126.4,90,"VIOLET","VIOLET_1996"
"WP",NA,1996092518,18.1,130,55,"ZANE","ZANE_1996"
"WP",NA,1996092600,18.9,129.3,65,"ZANE","ZANE_1996"
"WP",NA,1996092606,19.5,128.7,70,"ZANE","ZANE_1996"
"WP",NA,1996101600,17.7,127.3,35,"BETH","BETH_1996"
"WP",NA,1996101606,17.7,126.7,40,"BETH","BETH_1996"
"WP",NA,1996101612,17.6,125.9,50,"BETH","BETH_1996"
"WP",NA,1996101618,17.6,125,50,"BETH","BETH_1996"
"WP",NA,1996101700,17.5,124.2,55,"BETH","BETH_1996"
"WP",NA,1996101706,17.5,123.3,60,"BETH","BETH_1996"
"WP",NA,1996101712,17.7,122.7,60,"BETH","BETH_1996"
"WP",NA,1996101718,17.8,122,60,"BETH","BETH_1996"
"WP",NA,1996101800,18,121.2,55,"BETH","BETH_1996"
"WP",NA,1996101806,18.3,120.6,55,"BETH","BETH_1996"
"WP",NA,1996101812,18.5,119.9,55,"BETH","BETH_1996"
"WP",NA,1996101818,18.7,119.1,55,"BETH","BETH_1996"
"WP",NA,1996101900,18.7,118.3,55,"BETH","BETH_1996"
"WP",NA,1996101906,18.6,117.5,55,"BETH","BETH_1996"
"WP",NA,1996101912,18.3,116.7,55,"BETH","BETH_1996"
"WP",NA,1996101918,17.8,115.7,50,"BETH","BETH_1996"
"WP",NA,1996110912,19.4,118.1,35,"ERNIE","ERNIE_1996"
"WP",NA,1996110918,19.5,117.9,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111000,19.7,117.9,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111006,19.9,117.8,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111106,19.8,118.5,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111112,19.5,119,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111118,19.3,119.6,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111200,19.1,120,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111206,18.7,120.1,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111212,18.1,120,40,"ERNIE","ERNIE_1996"
"WP",NA,1996111218,17.2,119.7,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111300,16.4,118.9,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111306,15.9,118.2,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111312,15.6,117.4,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111318,15.1,116.2,35,"ERNIE","ERNIE_1996"
"WP",NA,1996111400,14.6,115,35,"ERNIE","ERNIE_1996"
"WP",NA,1997052800,20,126.4,35,"LEVI","LEVI_1997"
"WP",NA,1997062406,15.4,129.1,35,"PETER","PETER_1997"
"WP",NA,1997062412,16.1,128.2,35,"PETER","PETER_1997"
"WP",NA,1997062418,16.6,127.4,35,"PETER","PETER_1997"
"WP",NA,1997062500,17.2,126.7,40,"PETER","PETER_1997"
"WP",NA,1997062506,18,126.5,45,"PETER","PETER_1997"
"WP",NA,1997062512,18.8,126.6,45,"PETER","PETER_1997"
"WP",NA,1997062518,19.7,126.7,45,"PETER","PETER_1997"
"WP",NA,1997080318,16.3,129.7,60,"TINA","TINA_1997"
"WP",NA,1997080400,17.1,129.1,65,"TINA","TINA_1997"
"WP",NA,1997080406,17.9,128.4,65,"TINA","TINA_1997"
"WP",NA,1997080412,18.6,127.8,65,"TINA","TINA_1997"
"WP",NA,1997080418,19.2,127.3,65,"TINA","TINA_1997"
"WP",NA,1997080500,20,127,70,"TINA","TINA_1997"
"WP",NA,1997082100,19.5,115.8,35,"ZITA","ZITA_1997"
"WP",NA,1997082406,17.1,129.7,70,"AMBER","AMBER_1997"
"WP",NA,1997082412,17,129.3,70,"AMBER","AMBER_1997"
"WP",NA,1997082418,17.3,128.9,75,"AMBER","AMBER_1997"
"WP",NA,1997082500,17.5,128.6,75,"AMBER","AMBER_1997"
"WP",NA,1997082506,17.6,128.3,75,"AMBER","AMBER_1997"
"WP",NA,1997082512,17.7,128,75,"AMBER","AMBER_1997"
"WP",NA,1997082518,17.8,127.7,75,"AMBER","AMBER_1997"
"WP",NA,1997082600,18,127.4,70,"AMBER","AMBER_1997"
"WP",NA,1997082606,18.2,127.2,70,"AMBER","AMBER_1997"
"WP",NA,1997082612,18.4,126.9,70,"AMBER","AMBER_1997"
"WP",NA,1997082618,18.7,126.6,70,"AMBER","AMBER_1997"
"WP",NA,1997082700,19.1,126.3,70,"AMBER","AMBER_1997"
"WP",NA,1997082706,19.4,125.6,75,"AMBER","AMBER_1997"
"WP",NA,1997082712,19.8,125.1,75,"AMBER","AMBER_1997"
"WP",NA,1997082906,17.8,116.8,35,"CASS","CASS_1997"
"WP",NA,1997082912,18.8,117.6,40,"CASS","CASS_1997"
"WP",NA,1997101712,14.6,129.5,105,"IVAN","IVAN_1997"
"WP",NA,1997101718,14.7,128.3,105,"IVAN","IVAN_1997"
"WP",NA,1997101800,14.9,127.2,105,"IVAN","IVAN_1997"
"WP",NA,1997101806,15.2,126.3,105,"IVAN","IVAN_1997"
"WP",NA,1997101812,15.6,125.5,105,"IVAN","IVAN_1997"
"WP",NA,1997101818,16,124.8,100,"IVAN","IVAN_1997"
"WP",NA,1997101900,16.6,124,100,"IVAN","IVAN_1997"
"WP",NA,1997101906,17.2,123.4,100,"IVAN","IVAN_1997"
"WP",NA,1997101912,17.5,122.7,95,"IVAN","IVAN_1997"
"WP",NA,1997101918,18,122.4,90,"IVAN","IVAN_1997"
"WP",NA,1997102000,18.2,122.4,85,"IVAN","IVAN_1997"
"WP",NA,1997102006,18.5,122.2,75,"IVAN","IVAN_1997"
"WP",NA,1997102012,18.9,122.2,70,"IVAN","IVAN_1997"
"WP",NA,1997102018,19.2,122.3,65,"IVAN","IVAN_1997"
"WP",NA,1997102100,19.7,123.1,55,"IVAN","IVAN_1997"
"WP",NA,1997102106,19.9,123.8,50,"IVAN","IVAN_1997"
"WP",NA,1997111400,13.8,129,45,"MORT","MORT_1997"
"WP",NA,1997111406,13.8,128.1,45,"MORT","MORT_1997"
"WP",NA,1997111412,14,127.3,40,"MORT","MORT_1997"
"WP",NA,1997111418,14.3,126.4,40,"MORT","MORT_1997"
"WP",NA,1997111500,14.5,125.5,40,"MORT","MORT_1997"
"WP",NA,1997111506,14.8,124.7,40,"MORT","MORT_1997"
"WP",NA,1997111512,15,123.8,35,"MORT","MORT_1997"
"WP",NA,1997111518,15,123.4,35,"MORT","MORT_1997"
"WP",NA,1998080300,17.2,124.6,35,"OTTO","OTTO_1998"
"WP",NA,1998080306,18.7,124,45,"OTTO","OTTO_1998"
"WP",NA,1998080900,19.3,117.6,35,"PENNY","PENNY_1998"
"WP",NA,1998080906,19.4,116.6,40,"PENNY","PENNY_1998"
"WP",NA,1998080912,19.5,115.9,40,"PENNY","PENNY_1998"
"WP",NA,1998080918,19.8,115.1,45,"PENNY","PENNY_1998"
"WP",NA,1998091712,17.2,118.8,35,"VICKI","VICKI_1998"
"WP",NA,1998091718,17.1,118.6,45,"VICKI","VICKI_1998"
"WP",NA,1998091800,16.4,118.6,45,"VICKI","VICKI_1998"
"WP",NA,1998091806,16.2,118.8,50,"VICKI","VICKI_1998"
"WP",NA,1998091812,16.1,119.4,60,"VICKI","VICKI_1998"
"WP",NA,1998091818,16.1,119.9,60,"VICKI","VICKI_1998"
"WP",NA,1998091900,16.2,120.5,55,"VICKI","VICKI_1998"
"WP",NA,1998091906,16.6,121.2,50,"VICKI","VICKI_1998"
"WP",NA,1998091912,17.3,122.4,45,"VICKI","VICKI_1998"
"WP",NA,1998091918,17.7,123.1,45,"VICKI","VICKI_1998"
"WP",NA,1998092000,19.5,125.5,45,"VICKI","VICKI_1998"
"WP",NA,1998101212,12.7,130,70,"ZEB","ZEB_1998"
"WP",NA,1998101218,13.7,129.1,75,"ZEB","ZEB_1998"
"WP",NA,1998101300,14.7,127.8,90,"ZEB","ZEB_1998"
"WP",NA,1998101306,15.6,126,100,"ZEB","ZEB_1998"
"WP",NA,1998101312,16,124.7,105,"ZEB","ZEB_1998"
"WP",NA,1998101318,16.2,123.8,110,"ZEB","ZEB_1998"
"WP",NA,1998101400,17,122.8,110,"ZEB","ZEB_1998"
"WP",NA,1998101406,17.3,121.8,100,"ZEB","ZEB_1998"
"WP",NA,1998101412,17.9,121.5,90,"ZEB","ZEB_1998"
"WP",NA,1998101418,18.7,121.3,90,"ZEB","ZEB_1998"
"WP",NA,1998101500,19.5,121.1,90,"ZEB","ZEB_1998"
"WP",NA,1998101806,11.1,129.8,35,"BABS","BABS_1998"
"WP",NA,1998101812,10.8,129.7,40,"BABS","BABS_1998"
"WP",NA,1998101818,10.5,129.7,45,"BABS","BABS_1998"
"WP",NA,1998101900,10.6,129.9,55,"BABS","BABS_1998"
"WP",NA,1998101906,10.8,129.8,55,"BABS","BABS_1998"
"WP",NA,1998101912,10.9,129.5,60,"BABS","BABS_1998"
"WP",NA,1998101918,11.1,129,65,"BABS","BABS_1998"
"WP",NA,1998102000,11.5,128.2,75,"BABS","BABS_1998"
"WP",NA,1998102006,11.8,127.7,80,"BABS","BABS_1998"
"WP",NA,1998102012,12.2,127.2,85,"BABS","BABS_1998"
"WP",NA,1998102018,12.8,126.4,85,"BABS","BABS_1998"
"WP",NA,1998102100,13.2,125.7,85,"BABS","BABS_1998"
"WP",NA,1998102106,13.5,125,85,"BABS","BABS_1998"
"WP",NA,1998102112,13.7,124.3,85,"BABS","BABS_1998"
"WP",NA,1998102118,13.9,123.7,80,"BABS","BABS_1998"
"WP",NA,1998102200,14.1,123.2,75,"BABS","BABS_1998"
"WP",NA,1998102206,14.5,122.6,70,"BABS","BABS_1998"
"WP",NA,1998102212,14.9,122,70,"BABS","BABS_1998"
"WP",NA,1998102218,15.6,121.3,65,"BABS","BABS_1998"
"WP",NA,1998102300,16.4,120.1,60,"BABS","BABS_1998"
"WP",NA,1998102306,16.6,119.4,60,"BABS","BABS_1998"
"WP",NA,1998102312,16.7,118.7,65,"BABS","BABS_1998"
"WP",NA,1998102318,16.9,118,65,"BABS","BABS_1998"
"WP",NA,1998102400,17.2,117.3,70,"BABS","BABS_1998"
"WP",NA,1998102406,17.7,116.7,70,"BABS","BABS_1998"
"WP",NA,1998102412,18.2,116.3,75,"BABS","BABS_1998"
"WP",NA,1998102418,18.7,116,75,"BABS","BABS_1998"
"WP",NA,1998102500,19.2,115.8,70,"BABS","BABS_1998"
"WP",NA,1998102506,19.8,115.7,70,"BABS","BABS_1998"
"WP",NA,1998120918,11,129.9,40,"FAITH","FAITH_1998"
"WP",NA,1998121000,11.2,128.2,50,"FAITH","FAITH_1998"
"WP",NA,1998121006,11.4,126.7,55,"FAITH","FAITH_1998"
"WP",NA,1998121012,11.7,125.3,60,"FAITH","FAITH_1998"
"WP",NA,1998121018,12,123.4,65,"FAITH","FAITH_1998"
"WP",NA,1998121100,11.8,121.6,65,"FAITH","FAITH_1998"
"WP",NA,1998121106,11.2,120.2,65,"FAITH","FAITH_1998"
"WP",NA,1998121112,11,118.7,65,"FAITH","FAITH_1998"
"WP",NA,1998121118,10.9,117.3,65,"FAITH","FAITH_1998"
"WP",NA,1998121200,10.6,116,60,"FAITH","FAITH_1998"
"WP",NA,1999042312,14.2,127.1,35,"KATE","KATE_1999"
"WP",NA,1999042318,14.7,127.8,40,"KATE","KATE_1999"
"WP",NA,1999042400,14.8,128.6,40,"KATE","KATE_1999"
"WP",NA,1999042406,15,129,40,"KATE","KATE_1999"
"WP",NA,1999042412,15.3,129.8,40,"KATE","KATE_1999"
"WP",NA,1999043012,19.5,115.2,65,"LEO","LEO_1999"
"WP",NA,1999043018,20,115.4,65,"LEO","LEO_1999"
"WP",NA,1999060206,13.3,129.8,40,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060212,13.8,129.6,40,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060218,14.3,129.6,45,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060300,14.9,129.4,50,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060306,15.4,129,55,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060312,15.9,128.5,55,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060318,16.5,127.9,60,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060400,17.1,127,65,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060406,17.3,126.4,70,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060412,17.5,125.9,75,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060418,18.1,125.3,75,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060500,18.9,124.5,75,"MAGGIE","MAGGIE_1999"
"WP",NA,1999060506,19.7,123.6,70,"MAGGIE","MAGGIE_1999"
"WP",NA,1999081906,15.7,124.5,40,"SAM","SAM_1999"
"WP",NA,1999081912,16.5,123.9,40,"SAM","SAM_1999"
"WP",NA,1999081918,17.5,123.2,45,"SAM","SAM_1999"
"WP",NA,1999082000,18.4,122.3,45,"SAM","SAM_1999"
"WP",NA,1999082006,18.6,120.8,45,"SAM","SAM_1999"
"WP",NA,1999082012,18.6,120,50,"SAM","SAM_1999"
"WP",NA,1999082018,18.9,119.1,50,"SAM","SAM_1999"
"WP",NA,1999082100,19.2,118.5,55,"SAM","SAM_1999"
"WP",NA,1999082106,19.7,117.6,55,"SAM","SAM_1999"
"WP",NA,1999091312,18.2,116.8,35,"YORK","YORK_1999"
"WP",NA,1999091318,18.6,116.1,40,"YORK","YORK_1999"
"WP",NA,1999091400,19.4,116.3,40,"YORK","YORK_1999"
"WP",NA,1999100312,18.4,128.6,35,"DAN","DAN_1999"
"WP",NA,1999100318,18.4,127.8,45,"DAN","DAN_1999"
"WP",NA,1999100400,18.2,126.6,50,"DAN","DAN_1999"
"WP",NA,1999100406,18.2,125.5,60,"DAN","DAN_1999"
"WP",NA,1999100412,18.2,124.4,65,"DAN","DAN_1999"
"WP",NA,1999100418,18.1,123.5,65,"DAN","DAN_1999"
"WP",NA,1999100500,18.2,122.4,65,"DAN","DAN_1999"
"WP",NA,1999100506,18.4,121.2,60,"DAN","DAN_1999"
"WP",NA,1999100512,18.5,120.1,65,"DAN","DAN_1999"
"WP",NA,1999100518,18.4,119.4,65,"DAN","DAN_1999"
"WP",NA,1999100600,18.6,118.8,65,"DAN","DAN_1999"
"WP",NA,1999100606,18.9,118.3,65,"DAN","DAN_1999"
"WP",NA,1999100612,19,117.9,65,"DAN","DAN_1999"
"WP",NA,1999100618,19.4,117.7,70,"DAN","DAN_1999"
"WP",NA,1999100700,19.8,117.9,75,"DAN","DAN_1999"
"WP",NA,1999101706,16,119.2,35,"EVE","EVE_1999"
"WP",NA,1999101712,16.6,118.3,35,"EVE","EVE_1999"
"WP",NA,1999101718,17.1,117.4,35,"EVE","EVE_1999"
"WP",NA,1999101800,17.4,116.4,40,"EVE","EVE_1999"
"WP",NA,1999101806,17.3,115,45,"EVE","EVE_1999"
"WP",NA,2000070518,19.3,120,40,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070600,19.4,119.8,50,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070606,19.5,119.6,60,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070612,19.6,119,65,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070618,19.6,118.6,70,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070700,19.6,118.6,75,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070706,19.7,118.7,75,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070712,19.8,118.8,75,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070718,19.9,119,75,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000070800,20,119.2,70,"KAI-TAK","KAI-TAK_2000"
"WP",NA,2000082018,18.2,129.6,80,"BILIS","BILIS_2000"
"WP",NA,2000082100,18.8,128.3,90,"BILIS","BILIS_2000"
"WP",NA,2000082106,19.4,127.1,90,"BILIS","BILIS_2000"
"WP",NA,2000082112,19.7,126.1,100,"BILIS","BILIS_2000"
"WP",NA,2000082818,19.6,115,35,"MARIA","MARIA_2000"
"WP",NA,2000082900,19.1,115.3,35,"MARIA","MARIA_2000"
"WP",NA,2000082906,18.6,115.6,35,"MARIA","MARIA_2000"
"WP",NA,2000082912,18.2,115.7,35,"MARIA","MARIA_2000"
"WP",NA,2000082918,18.1,115.8,35,"MARIA","MARIA_2000"
"WP",NA,2000083000,18,115.6,35,"MARIA","MARIA_2000"
"WP",NA,2000083006,18.2,115.1,35,"MARIA","MARIA_2000"
"WP",NA,2000083012,19,115.9,35,"MARIA","MARIA_2000"
"WP",NA,2000083018,19.4,116,35,"MARIA","MARIA_2000"
"WP",NA,2000091018,19.2,121.9,45,"BOPHA","BOPHA_2000"
"WP",NA,2000090600,17.9,117.6,35,"WUKONG","WUKONG_2000"
"WP",NA,2000090606,18.4,117.4,40,"WUKONG","WUKONG_2000"
"WP",NA,2000090612,18.7,117,50,"WUKONG","WUKONG_2000"
"WP",NA,2000090618,18.9,116.3,50,"WUKONG","WUKONG_2000"
"WP",NA,2000090700,19,115.8,55,"WUKONG","WUKONG_2000"
"WP",NA,2000090706,19,115.5,55,"WUKONG","WUKONG_2000"
"WP",NA,2000090712,19,115.2,60,"WUKONG","WUKONG_2000"
"WP",NA,2000102618,11,128.8,45,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102700,12.3,127.8,50,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102706,12.6,126.1,55,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102712,13.3,125,60,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102718,13.6,123.6,60,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102800,13.7,122.3,55,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102806,14.2,121.3,50,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102812,14.8,120.5,45,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102818,15.6,119.8,45,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102900,15.9,119.1,45,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102906,15.9,118.2,50,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102912,15.9,118.1,55,"XANGSANE","XANGSANE_2000"
"WP",NA,2000102918,16,118.1,60,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103000,16.5,118.3,70,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103006,16.7,118.8,75,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103012,17.2,119.2,75,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103018,18,119.5,75,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103100,18.5,119.6,75,"XANGSANE","XANGSANE_2000"
"WP",NA,2000103106,19.7,120.2,75,"XANGSANE","XANGSANE_2000"
"WP",NA,2000110100,10.7,129.1,35,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110106,11.3,128.2,35,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110112,12,127.2,45,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110118,12.8,126.2,50,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110200,13.6,124.9,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110206,14.2,123.5,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110212,14.5,122.5,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110218,14.6,121.5,50,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110300,14.7,120.5,35,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110306,15,119.5,40,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110312,15.4,118.8,45,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110318,15.8,118.2,45,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110400,16.3,117.5,50,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110406,16.6,117.2,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110412,16.7,117.1,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110418,16.9,116.9,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110500,17.1,116.8,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110506,17.7,116.8,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110512,18.5,116.8,60,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110518,19.3,117.1,60,"BEBINCA","BEBINCA_2000"
"WP",NA,2000110600,19.9,117.1,55,"BEBINCA","BEBINCA_2000"
"WP",NA,2000112912,8.9,129.5,40,"RUMBIA","RUMBIA_2000"
"WP",NA,2000112918,9.2,128.9,40,"RUMBIA","RUMBIA_2000"
"WP",NA,2000113000,9.6,128.1,40,"RUMBIA","RUMBIA_2000"
"WP",NA,2000113006,10.1,127.4,40,"RUMBIA","RUMBIA_2000"
"WP",NA,2000113012,10.6,126.7,40,"RUMBIA","RUMBIA_2000"
"WP",NA,2000123000,10.4,127.8,35,"SOULIK","SOULIK_2000"
"WP",NA,2000123006,10.7,127.1,40,"SOULIK","SOULIK_2000"
"WP",NA,2000123012,11,127.4,45,"SOULIK","SOULIK_2000"
"WP",NA,2000123018,11.7,127.8,45,"SOULIK","SOULIK_2000"
"WP",NA,2000123100,12.4,128,45,"SOULIK","SOULIK_2000"
"WP",NA,2000123106,13.1,128.5,45,"SOULIK","SOULIK_2000"
"WP",NA,2000123112,13.8,129.6,45,"SOULIK","SOULIK_2000"
"WP",NA,2001051100,17.1,119.1,35,"CIMARON","CIMARON_2001"
"WP",NA,2001051106,17.6,119.1,35,"CIMARON","CIMARON_2001"
"WP",NA,2001051112,18,119.2,35,"CIMARON","CIMARON_2001"
"WP",NA,2001051118,18.4,119.4,40,"CIMARON","CIMARON_2001"
"WP",NA,2001051200,18.9,119.9,40,"CIMARON","CIMARON_2001"
"WP",NA,2001051206,19.5,120.5,40,"CIMARON","CIMARON_2001"
"WP",NA,2001051212,20,121,40,"CIMARON","CIMARON_2001"
"WP",NA,2001062018,14,129.1,40,"CHEBI","CHEBI_2001"
"WP",NA,2001062100,14.3,127.7,45,"CHEBI","CHEBI_2001"
"WP",NA,2001062106,15.2,127.2,45,"CHEBI","CHEBI_2001"
"WP",NA,2001062112,16,125.9,50,"CHEBI","CHEBI_2001"
"WP",NA,2001062118,17.2,124.8,50,"CHEBI","CHEBI_2001"
"WP",NA,2001062200,18.4,123.6,55,"CHEBI","CHEBI_2001"
"WP",NA,2001062206,19.5,122.2,60,"CHEBI","CHEBI_2001"
"WP",NA,2001070306,15.8,129.7,55,"UTOR","UTOR_2001"
"WP",NA,2001070312,16.9,128,55,"UTOR","UTOR_2001"
"WP",NA,2001070318,17.6,126.1,60,"UTOR","UTOR_2001"
"WP",NA,2001070400,18.3,124.3,60,"UTOR","UTOR_2001"
"WP",NA,2001070406,18.9,122,60,"UTOR","UTOR_2001"
